         4210327 function calls (4155037 primitive calls) in 4.256 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.002    0.000 transforms.py:1(<module>)
       61    0.000    0.000    0.000    0.000 deprecation.py:181(finalize)
        1    0.000    0.000    0.000    0.000 _multivariate.py:820(matrix_normal_gen)
        6    0.000    0.000    0.000    0.000 cgutils.py:56(create_struct_proxy)
        1    0.000    0.000    0.001    0.001 arraydecl.py:1(<module>)
        3    0.000    0.000    0.005    0.002 types.py:1(<module>)
      141    0.000    0.000    0.000    0.000 os.py:816(fsdecode)
        1    0.000    0.000    0.000    0.000 request.py:315(Request)
       83    0.000    0.000    0.000    0.000 _utils.py:24(deduplicate)
      339    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
     1023    0.000    0.000    0.000    0.000 traitlets.py:409(subclass_init)
      250    0.000    0.000    0.000    0.000 _collections_abc.py:825(__iter__)
        5    0.000    0.000    0.149    0.030 utils.py:645(read_magic_number_from_file)
      100    0.000    0.000    0.002    0.000 dataarray.py:767(_attr_sources)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        7    0.000    0.000    0.000    0.000 legend_handler.py:144(__init__)
       88    0.000    0.000    0.000    0.000 weakref.py:195(get)
       91    0.000    0.000    0.000    0.000 values.py:232(_set_name)
      258    0.000    0.000    0.000    0.000 stride_tricks.py:344(<genexpr>)
        1    0.000    0.000    0.000    0.000 ansi_escape_sequences.py:1(<module>)
      115    0.000    0.000    0.000    0.000 common.py:180(<lambda>)
      140    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      152    0.000    0.000    0.000    0.000 abstract.py:27(_on_type_disposal)
       49    0.000    0.000    0.000    0.000 named_commands.py:40(decorator)
        8    0.000    0.000    0.003    0.000 dataclasses.py:1170(make_dataclass)
       26    0.000    0.000    0.002    0.000 pyparsing.py:1047(extract_stack)
       16    0.000    0.000    0.000    0.000 metadata.py:493(<genexpr>)
        1    0.000    0.000    0.000    0.000 document.py:84(Document)
        4    0.000    0.000    0.000    0.000 base.py:1164(_add_arithmetic_ops)
        1    0.000    0.000    0.004    0.004 dataset.py:1(<module>)
       11    0.000    0.000    0.001    0.000 argparse.py:306(_format_usage)
        5    0.000    0.000    0.170    0.034 netCDF4_.py:308(__init__)
       42    0.000    0.000    0.000    0.000 common.py:456(is_period_dtype)
       49    0.000    0.000    0.000    0.000 typing.py:803(__mro_entries__)
        1    0.000    0.000    0.000    0.000 formatters.py:388(<listcomp>)
        2    0.000    0.000    0.001    0.000 feedparser.py:218(_parsegen)
      117    0.000    0.000    0.000    0.000 sre_parse.py:1054(expand_template)
      120    0.000    0.000    0.000    0.000 variable.py:2808(name)
       12    0.000    0.000    0.013    0.001 codegen.py:967(_finalize_specific)
        2    0.000    0.000    0.266    0.133 widgets.py:1(<module>)
        1    0.000    0.000    0.142    0.142 distributions.py:8(<module>)
       15    0.000    0.000    0.000    0.000 core.py:2948(_update_from)
       85    0.000    0.000    0.000    0.000 times.py:504(__init__)
       54    0.000    0.000    0.000    0.000 decorators.py:188(_jit)
       19    0.000    0.000    0.000    0.000 path.py:99(__init__)
       25    0.000    0.000    0.000    0.000 typing.py:693(__mro_entries__)
      216    0.000    0.000    0.000    0.000 configparser.py:1023(<dictcomp>)
        1    0.000    0.000    0.000    0.000 axis3d.py:35(Axis)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
      800    0.000    0.000    0.000    0.000 traitlets.py:566(__get__)
        4    0.000    0.000    0.001    0.000 cache.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _compat.py:1(<module>)
      115    0.000    0.000    0.000    0.000 common.py:178(classes)
       14    0.000    0.000    0.000    0.000 metadata.py:413(__init__)
       16    0.000    0.000    0.002    0.000 rcsetup.py:618(cycler)
      222    0.000    0.000    0.000    0.000 function_base.py:809(_gradient_dispatcher)
      233    0.000    0.000    0.000    0.000 datetimes.py:479(dtype)
       59    0.000    0.000    0.000    0.000 strings.py:1990(_forbid_nonstring_types)
       77    0.000    0.000    0.000    0.000 base.py:382(_insert_getattr_defn)
        2    0.000    0.000    0.001    0.000 functions.py:1(<module>)
       50    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        5    0.000    0.000    0.000    0.000 ops.py:299(inject_numpy_same)
       41    0.000    0.000    0.000    0.000 typing.py:718(__instancecheck__)
       41    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:62(<genexpr>)
       48    0.000    0.000    0.000    0.000 inspect.py:2564(replace)
        1    0.000    0.000    0.000    0.000 dispatcher.py:191(_DispatcherBase)
       49    0.000    0.000    0.000    0.000 key_bindings.py:457(key_binding)
        6    0.000    0.000    0.000    0.000 __init__.py:697(_comp_method_FRAME)
       36    0.000    0.000    0.000    0.000 docstrings.py:7(_make_flex_doc)
       35    0.000    0.000    0.000    0.000 transforms.py:1332(__init_subclass__)
        1    0.000    0.000    0.000    0.000 context.py:164(ValueContext)
        1    0.000    0.000    0.001    0.001 cmathdecl.py:1(<module>)
      202    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       30    0.000    0.000    0.000    0.000 indexes.py:152(__init__)
        1    0.000    0.000    0.001    0.001 termui.py:1(<module>)
        3    0.000    0.000    0.000    0.000 values.py:21(_escape_string)
        2    0.000    0.000    0.101    0.050 collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gufunc.py:9(GUFunc)
        3    0.000    0.000    0.002    0.001 npydecl.py:164(install_operations)
        2    0.000    0.000    0.001    0.001 construction.py:1(<module>)
        1    0.000    0.000    0.011    0.011 named_commands.py:1(<module>)
        1    0.000    0.000    0.006    0.006 font_manager.py:1(<module>)
    33/11    0.000    0.000    0.005    0.000 argparse.py:226(<listcomp>)
        1    0.000    0.000    0.000    0.000 read_eprofile.py:7(ReadEPROFILE)
        1    0.000    0.000    0.001    0.001 pickle.py:197(<listcomp>)
       47    0.000    0.000    0.000    0.000 common.py:422(is_timedelta64_dtype)
      110    0.000    0.000    0.000    0.000 linalg.py:102(get_linalg_error_extobj)
        1    0.000    0.000    0.002    0.002 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ansi_escape_sequences.py:320(_get_reverse_ansi_sequences)
       14    0.000    0.000    0.001    0.000 module.py:233(__repr__)
       35    0.000    0.000    0.000    0.000 variables.py:62(dtype)
        1    0.000    0.000    0.000    0.000 selector_events.py:757(_SelectorSocketTransport)
       14    0.000    0.000    0.000    0.000 module.py:7(__init__)
      264    0.000    0.000    0.000    0.000 profiles.py:19(data)
       25    0.000    0.000    0.001    0.000 executionengine.py:57(get_function_address)
       30    0.000    0.000    0.000    0.000 npyimpl.py:500(register_binary_operator_kernel)
       13    0.000    0.000    0.000    0.000 computation.py:528(unified_dim_sizes)
        1    0.000    0.000    0.525    0.525 miepython.py:7(<module>)
        2    0.000    0.000    0.003    0.002 dialogs.py:1(<module>)
       44    0.000    0.000    0.000    0.000 ffi.py:260(__str__)
      139    0.000    0.000    0.000    0.000 core.py:749(preParse)
      433    0.000    0.000    0.000    0.000 typing.py:1374(cast)
       40    0.000    0.000    0.000    0.000 common.py:188(<lambda>)
        3    0.000    0.000    0.002    0.001 patches.py:2163(<listcomp>)
       13    0.000    0.000    0.000    0.000 computation.py:81(__init__)
       35    0.000    0.000    0.002    0.000 argparse.py:651(_split_lines)
      9/8    0.000    0.000    0.000    0.000 posixpath.py:397(_joinrealpath)
      176    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.set_compatible}
      311    0.000    0.000    0.000    0.000 _docstrings.py:25(__getattr__)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:1(<module>)
      265    0.000    0.000    0.001    0.000 typing.py:766(<genexpr>)
        1    0.000    0.000    0.018    0.018 nanfunctions.py:1003(_nanmedian_small)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
      318    0.000    0.000    0.000    0.000 fromnumeric.py:2263(_any_dispatcher)
      246    0.000    0.000    0.000    0.000 abstract.py:114(__repr__)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
       30    0.000    0.000    0.000    0.000 common.py:696(is_integer_dtype)
       35    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
       49    0.000    0.000    0.000    0.000 key_bindings.py:105(__init__)
      116    0.000    0.000    0.000    0.000 npytypes.py:453(key)
        1    0.000    0.000    0.001    0.001 multi.py:154(MultiIndex)
        1    0.000    0.000    0.920    0.920 dataarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:193(magic_arguments)
       11    0.000    0.000    0.000    0.000 tempfile.py:706(TemporaryFile)
       79    0.000    0.000    0.003    0.000 extending.py:347(intrinsic)
       11    0.000    0.000    0.010    0.001 magic_arguments.py:139(construct_parser)
        1    0.000    0.000    0.001    0.001 parsers.py:1(<module>)
        1    0.000    0.000    0.002    0.002 app.py:1(<module>)
      143    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
       53    0.000    0.000    0.000    0.000 dataarray.py:791(attrs)
       13    0.000    0.000    0.000    0.000 extension.py:105(wrapper)
      134    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       19    0.000    0.000    0.000    0.000 cycler.py:206(_from_iter)
       17    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       11    0.000    0.000    0.000    0.000 base.py:398(insert_user_function)
       80    0.000    0.000    0.002    0.000 linecache.py:26(getline)
        1    0.000    0.000    0.003    0.003 blas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
      304    0.000    0.000    0.000    0.000 rcsetup.py:790(_convert_validator_spec)
        2    0.000    0.000    0.000    0.000 utils.py:20(to_tuple)
        2    0.000    0.000    0.001    0.000 period.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2706(MaskedArray)
        1    0.000    0.000    0.000    0.000 markers.py:146(MarkerStyle)
       24    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
       19    0.000    0.000    0.000    0.000 __init__.py:326(deco)
       82    0.000    0.000    0.000    0.000 core.py:2247(__init__)
       11    0.000    0.000    0.005    0.000 argparse.py:2526(format_help)
       12    0.000    0.000    0.000    0.000 executionengine.py:77(add_module)
      159    0.000    0.000    0.000    0.000 ffi.py:137(argtypes)
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
        1    0.000    0.000    0.002    0.002 unicode_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
       93    0.000    0.000    0.000    0.000 exceptions.py:24(__init__)
       92    0.000    0.000    0.000    0.000 ffi.py:145(restype)
        1    0.000    0.000    0.000    0.000 rrule.py:2(<module>)
       14    0.000    0.000    0.001    0.000 module.py:207(_get_body_lines)
       65    0.000    0.000    0.000    0.000 pyparsing.py:209(__init__)
      253    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.002    0.002 traitlets.py:1(<module>)
      176    0.000    0.000    0.000    0.000 __init__.py:1929(__init__)
        1    0.000    0.000    0.001    0.001 style_transformation.py:1(<module>)
       98    0.000    0.000    0.000    0.000 argparse.py:301(_join_parts)
        1    0.000    0.000    0.000    0.000 _add_docstring.py:27(_parse_docstrings)
        2    0.000    0.000    0.002    0.001 dates.py:1(<module>)
      207    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       11    0.000    0.000    0.022    0.002 context.py:405(_load_builtins)
       88    0.000    0.000    0.000    0.000 environment.py:60(lookup_environment)
       36    0.000    0.000    0.000    0.000 pyparsing.py:3781(__str__)
        1    0.000    0.000    0.000    0.000 keys.py:205(<listcomp>)
       23    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
      146    0.000    0.000    0.000    0.000 deprecation.py:104(deprecated)
        5    0.000    0.000    0.170    0.034 netCDF4_.py:333(open)
    42/28    0.000    0.000    0.001    0.000 pyparsing.py:3737(parseImpl)
       15    0.000    0.000    0.000    0.000 timedeltas.py:964(ints_to_td64ns)
       74    0.000    0.000    0.000    0.000 re.py:325(_subx)
        1    0.000    0.000    0.004    0.004 ssl.py:4(<module>)
       86    0.000    0.000    0.000    0.000 indexing.py:511(__init__)
       33    0.000    0.000    0.001    0.000 traitlets.py:2596(__init__)
        1    0.000    0.000    0.003    0.003 case.py:1(<module>)
        2    0.000    0.000    0.001    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 setobj.py:1(<module>)
    54/10    0.000    0.000    0.001    0.000 pyparsing.py:3762(streamline)
        1    0.000    0.000    0.038    0.038 completer.py:1(<module>)
       75    0.000    0.000    0.000    0.000 overrides.py:111(set_module)
        2    0.000    0.000    0.004    0.002 rolling.py:1(<module>)
       15    0.000    0.000    0.000    0.000 times.py:75(_is_standard_calendar)
        3    0.000    0.000    0.002    0.001 strings.py:1(<module>)
       42    0.000    0.000    0.000    0.000 indexing.py:728(_decompose_slice)
        3    0.000    0.000    0.008    0.003 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1244(<dictcomp>)
       86    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        6    0.000    0.000    0.001    0.000 std.py:1149(__str__)
        1    0.000    0.000    0.000    0.000 instance.py:513(LazyInstanceClassName)
       16    0.000    0.000    0.000    0.000 core.py:2004(__init__)
